,ratio,rndint,dataset,learning_rate,batchsize,epochs,loss,time,mape,r2,mape_test,r2_test,mape_interpolation,r2_interpolation
2811,0.75,16.0,Sobol2,0.001,5.0,200.0,3.620440721511841,52.314902782440186,0.0199949644599383,0.968377203044463,0.0182380964082664,0.9746832831327156,0.0197944303008363,0.9505157898125705
2812,0.75,171.0,Grid1296,0.001,9.0,200.0,49.165077209472656,19.07079291343689,0.0530888206198804,-0.2758614803980612,0.0520097564217902,-0.4191159817799539,0.077547810855132,-1.6642662322092223
2813,0.75,171.0,Grid2401,0.001,661.0,200.0,31.339569091796875,0.8371372222900391,0.0435131839773135,0.3886642526226043,0.046442330020828,0.342752624671147,0.0791468603465138,-2.94663245371976
2814,0.75,171.0,Sobol1,0.001,9.0,200.0,13.38260269165039,34.6680383682251,0.013267073258468,0.986300722240682,0.013912353919798,0.9862108435929352,0.0174272715238038,0.9603236808099904
2815,0.75,171.0,Sobol2,0.001,5.0,200.0,5.466784477233887,52.451465129852295,0.0197794420649672,0.974427435187506,0.0199440232818878,0.9761356054847928,0.0169811105968361,0.9629014331476446
2816,0.75,180.0,Grid1296,0.001,9.0,200.0,48.67768478393555,18.985727310180664,0.0576424192088686,-0.6493673982975068,0.0610625695810861,-0.7233968123508745,0.085663918243825,-2.078054614079454
2817,0.75,180.0,Grid2401,0.001,661.0,200.0,32.7000846862793,0.8388538360595703,0.0447682859335305,0.2920412226778417,0.0436224877009627,0.3351754473160095,0.0798548199688043,-3.3205768348475537
2818,0.75,180.0,Sobol1,0.001,9.0,200.0,12.519046783447266,34.10928249359131,0.0215643586114728,0.9742771465872236,0.0198529077272916,0.97723555079096,0.0205478518247738,0.9569696991567228
2819,0.75,180.0,Sobol2,0.001,5.0,200.0,8.440869331359863,51.93164801597595,0.0217837942866313,0.9637595047538626,0.0226677252191457,0.9689104288941256,0.0174583146224,0.95741669132353
2820,0.75,222.0,Grid1296,0.001,9.0,200.0,30.65456771850586,18.964081287384037,0.0505939271974221,-0.340038200056179,0.0483713940535649,-0.0299558270985182,0.0726131183189225,-1.602624650201154
2821,0.75,222.0,Grid2401,0.001,661.0,200.0,33.713993072509766,0.8310604095458984,0.0454015465662896,0.4001608348564723,0.0493214401454979,0.2989165354531988,0.0824952937573317,-2.8710395939757087
2822,0.75,222.0,Sobol1,0.001,9.0,200.0,71.35714721679688,34.12027144432068,0.0898065100612604,-0.98240921756797,0.0821623261531033,-0.4629154413242202,0.0773930517482153,-0.4012608423012729
2823,0.75,222.0,Sobol2,0.001,5.0,200.0,13.686193466186523,52.21070408821106,0.0164773785074369,0.9770505961655184,0.0144265181239573,0.9870138514535758,0.0148581599083795,0.9666197388475608
2824,0.75,237.0,Grid1296,0.001,9.0,200.0,19.38340187072754,19.18229818344116,0.034769654228646,0.4988463683237729,0.0408161566077566,0.0003155560213526,0.0589564180399374,-0.4151850757764819
2825,0.75,237.0,Grid2401,0.001,661.0,200.0,30.78978729248047,0.8308649063110352,0.044881223624619,0.4765529664071279,0.0508053720375159,0.3474571310189932,0.0805943177772894,-2.448604205371135
2826,0.75,237.0,Sobol1,0.001,9.0,200.0,6.494608402252197,34.14334487915039,0.0144808436666078,0.9867744540458766,0.0167308880933804,0.9826026442772549,0.016799247827897,0.9642407892563932
2827,0.75,237.0,Sobol2,0.001,5.0,200.0,13.605511665344238,52.61610245704651,0.0154974330269576,0.9782905288846626,0.0154553571576047,0.9805192854091448,0.0161779541861971,0.9611467434672436
2828,0.75,249.0,Grid1296,0.001,9.0,200.0,32.46957015991211,19.00482678413391,0.0498763495041176,-0.0364459859780645,0.052000933434559,-0.2763622743331351,0.0722339522133212,-1.2621219000496091
2829,0.75,249.0,Grid2401,0.001,661.0,200.0,35.772300720214844,0.8398208618164062,0.0493411470848934,0.2587294208103489,0.049202655741544,0.2799349770937639,0.0841393942064002,-3.2305038512473363
